t,S,I,R
1495,259890,2,0
1496,259890,2,0
1497,259890,2,0
1498,259890,2,0
1499,259890,2,0
1500,259890,2,0
1501,259890,2,0
1502,259890,2,0
1503,259890,2,0
1504,259890,2,0
1505,259890,2,0
1506,259890,2,0
1507,259890,2,0
1508,259890,2,0
1509,259890,2,0
1510,259890,2,0
1511,259890,2,0
1512,259890,2,0
1513,259890,2,0
1514,259890,2,0
1515,259890,2,0
1516,259890,2,0
1517,259890,2,0
1518,259890,2,0
1519,259890,2,0
1520,259890,2,0
1521,259890,2,0
1522,259890,2,0
1523,259890,2,0
1524,259890,2,0
1525,259890,2,0
1526,259890,2,0
1527,259890,2,0
1528,259890,2,0
1529,259890,2,0
1530,259890,2,0
1531,259890,2,0
1532,259890,2,0
1533,259890,2,0
1534,259890,2,0
1535,259890,2,0
1536,259890,2,0
1537,259890,2,0
1538,259890,2,0
1539,259890,2,0
1540,259890,2,0
1541,259890,2,0
1542,259890,2,0
1543,259890,2,0
1544,259890,2,0
1545,259890,2,0
1546,259890,2,0
1547,259890,2,0
1548,259890,2,0
1549,259890,2,0
1550,259890,2,0
1551,259890,2,0
1552,259890,2,0
1553,259890,2,0
1554,259890,2,0
1555,259890,2,0
1556,259890,2,0
1557,259890,2,0
1558,259890,2,0
1559,259890,2,0
1560,259890,2,0
1561,259890,2,0
1562,259890,2,0
1563,259890,2,0
1564,259890,2,0
1565,259890,2,0
1566,259890,2,0
1567,259890,2,0
1568,259890,2,0
1569,259890,2,0
1570,259890,2,0
1571,259890,2,0
1572,259890,2,0
1573,259890,2,0
1574,259890,2,0
1575,259890,2,0
1576,259890,2,0
1577,259890,2,0
1578,259890,2,0
1579,259890,2,0
1580,259890,2,0
1581,259890,2,0
1582,259890,2,0
1583,259890,2,0
1584,259890,2,0
1585,259890,2,0
1586,259890,2,0
1587,259890,2,0
1588,259890,2,0
1589,259890,2,0
1590,259890,2,0
1591,259890,2,0
1592,259890,2,0
1593,259890,2,0
1594,259890,2,0
1595,259890,2,0
1596,259890,2,0
1597,259890,2,0
1598,259890,2,0
1599,259890,2,0
1600,259890,2,0
1601,259890,2,0
1602,259890,2,0
1603,259890,2,0
1604,259890,2,0
1605,259890,2,0
1606,259890,2,0
1607,259890,2,0
1608,259890,2,0
1609,259890,2,0
1610,259890,2,0
1611,259890,2,0
1612,259890,2,0
1613,259890,2,0
1614,259890,2,0
1615,259890,2,0
1616,259890,2,0
1617,259890,2,0
1618,259890,2,0
1619,259890,2,0
1620,259890,2,0
1621,259890,2,0
1622,259890,2,0
1623,259890,2,0
1624,259890,2,0
1625,259890,2,0
1626,259890,2,0
1627,259890,2,0
1628,259890,2,0
1629,259890,2,0
1630,259890,2,0
1631,259890,2,0
1632,259890,2,0
1633,259890,2,0
1634,259890,2,0
1635,259890,2,0
1636,259890,2,0
1637,259890,2,0
1638,259890,2,0
1639,259890,2,0
1640,259890,2,0
1641,259890,2,0
1642,259890,2,0
1643,259890,2,0
1644,259890,2,0
1645,259890,2,0
1646,259890,2,0
1647,259890,2,0
1648,259890,2,0
1649,259890,2,0
1650,259890,2,0
1651,259890,2,0
1652,259890,2,0
1653,259890,2,0
1654,259890,2,0
1655,259890,2,0
1656,259890,2,0
1657,259890,2,0
1658,259890,2,0
1659,259890,2,0
1660,259890,2,0
1661,259890,2,0
1662,259890,2,0
1663,259890,2,0
1664,259890,2,0
1665,259890,2,0
1666,259890,2,0
1667,259890,2,0
1668,259890,2,0
1669,259890,2,0
1670,259890,2,0
1671,259890,2,0
1672,259890,2,0
1673,259890,2,0
1674,259890,2,0
1675,259890,2,0
1676,259890,2,0
1677,259890,2,0
1678,259890,2,0
1679,259890,2,0
1680,259890,2,0
1681,259890,2,0
1682,259890,2,0
1683,259890,2,0
1684,259890,2,0
1685,259890,2,0
1686,259890,2,0
1687,259890,2,0
1688,259890,2,0
1689,259890,2,0
1690,259890,2,0
1691,259890,2,0
1692,259890,2,0
1693,259890,2,0
1694,259890,2,0
1695,259890,2,0
1696,259890,2,0
1697,259890,2,0
1698,259890,2,0
1699,259890,2,0
1700,259890,2,0
1701,259890,2,0
1702,259890,2,0
1703,259890,2,0
1704,259890,2,0
1705,259890,4,0
1706,259889,2586,0
1707,259493,18385,0
1708,258837,17369,0
1709,257813,40289,0
1710,253938,209958,0
1711,239743,61973,0
1712,232461,62850,0
1713,224683,69534,0
1714,218019,63587,0
1715,214281,47968,0
1716,213277,79637,0
1717,205519,86539,0
1718,199921,68714,0
1719,196599,70895,0
1720,193862,71562,0
1721,191519,72023,0
1722,190049,70298,0
1723,189794,80632,0
1724,186225,81164,0
1725,183446,79730,0
1726,181933,82077,0
1727,180147,83658,0
1728,178635,84605,0
1729,177594,83737,0
1730,177333,88259,0
1731,174808,91089,0
1732,172885,90266,0
1733,171517,91022,0
1734,170214,92719,0
1735,168919,92412,0
1736,168343,91892,0
1737,168132,95543,0
1738,166499,96961,0
1739,165280,96296,0
1740,164519,98490,0
1741,163399,99238,0
1742,162360,100250,0
1743,161876,98442,0
1744,161697,100667,0
1745,160485,101631,0
1746,159475,101839,0
1747,158854,102116,0
1748,158308,102881,0
1749,157604,103162,0
1750,157141,102927,0
1751,157053,105053,0
1752,155940,105602,0
1753,155170,106121,0
1754,154579,106394,0
1755,153998,106856,0
1756,153484,107020,0
1757,153142,106939,0
1758,153021,108707,0
1759,152263,108572,0
1760,151739,109128,0
1761,151250,109623,0
1762,150801,110185,0
1763,150198,110205,0
1764,149889,110106,0
1765,149815,110184,0
1766,149770,111426,0
1767,149180,111536,0
1768,148699,111852,0
1769,148370,112326,0
1770,147944,112611,0
1771,147655,112433,0
1772,147571,113530,0
1773,146957,113849,0
1774,146505,113849,0
1775,146208,114318,0
1776,145854,114813,0
1777,145406,114837,0
1778,145269,114837,0
1779,145164,117141,0
1780,144825,115680,0
1781,144460,115957,0
1782,144153,116113,0
1783,143924,116718,0
1784,143551,116663,0
1785,143389,116587,0
1786,143332,117698,0
1787,142823,117554,0
1788,142582,117674,0
1789,142345,118102,0
1790,142093,118278,0
1791,141847,118383,0
1792,141676,118312,0
1793,141609,118776,0
1794,141371,119031,0
1795,141111,119119,0
1796,140942,119401,0
1797,140661,119767,0
1798,140423,119700,0
1799,140296,119674,0
1800,140257,120049,0
1801,140012,120262,0
1802,139821,120201,0
1803,139760,120435,0
1804,139581,120712,0
1805,139412,120575,0
1806,139340,120602,0
1807,139305,121069,0
1808,139060,121141,0
1809,138882,121426,0
1810,138710,121423,0
1811,138552,121542,0
1812,138448,121639,0
1813,138363,121539,0
1814,138356,122020,0
1815,138121,122087,0
1816,137935,122218,0
1817,137754,122329,0
1818,137614,122461,0
1819,137511,122381,0
1820,137511,122444,0
1821,137488,122682,0
1822,137318,122914,0
1823,137164,122940,0
1824,137047,123173,0
1825,136854,123299,0
1826,136786,123132,0
1827,136767,123152,0
1828,136747,123444,0
1829,136573,123552,0
1830,136481,123695,0
1831,136294,123605,0
1832,136287,123901,0
1833,136143,123877,0
1834,136056,123840,0
1835,136053,124051,0
1836,135898,124167,0
1837,135786,124261,0
1838,135698,124414,0
1839,135583,124643,0
1840,135408,124634,0
1841,135315,124618,0
1842,135294,124804,0
1843,135144,125071,0
1844,134970,125175,0
1845,134826,125226,0
1846,134706,125448,0
1847,134512,125445,0
1848,134475,125452,0
1849,134456,125808,0
1850,134260,125782,0
1851,134154,125917,0
1852,134036,126291,0
1853,133916,126207,0
1854,133763,126210,0
1855,133704,126201,0
1856,133696,126348,0
