0,259891,0,0
1,259891,0,0
2,259891,0,0
3,259891,0,0
4,259891,0,0
5,259891,0,0
6,259891,0,0
7,259891,0,0
8,259891,0,1
9,259891,0,0
10,259891,0,0
11,259891,0,0
12,259891,0,0
13,259891,0,0
14,259891,0,0
15,259891,0,0
16,259891,0,0
17,259891,0,0
18,259891,0,0
19,259891,0,0
20,259891,0,0
21,259891,0,0
22,259891,0,0
23,259891,0,0
24,259891,0,0
25,259891,0,0
26,259891,0,0
27,259891,0,0
28,259891,0,0
29,259891,0,0
30,259891,0,0
31,259891,0,0
32,259891,0,0
33,259891,0,0
34,259891,0,0
35,259891,0,0
36,259891,0,0
37,259891,0,0
38,259891,0,0
39,259891,0,0
40,259891,0,0
41,259891,0,0
42,259891,0,0
43,259891,0,0
44,259891,0,0
45,259891,0,0
46,259891,0,0
47,259891,0,0
48,259891,0,0
49,259891,0,0
50,259891,0,0
51,259891,0,0
52,259891,0,0
53,259891,0,0
54,259891,0,0
55,259891,0,0
56,259891,0,0
57,259891,0,0
58,259891,0,0
59,259891,0,0
60,259891,0,0
61,259891,0,0
62,259891,0,0
63,259891,0,0
64,259891,0,0
65,259891,0,0
66,259891,0,0
67,259891,0,0
68,259891,0,0
69,259891,0,0
70,259891,0,0
71,259891,0,0
72,259891,0,0
73,259891,0,0
74,259891,0,0
75,259891,0,0
76,259891,0,0
77,259891,0,0
78,259891,0,0
79,259891,0,0
80,259891,0,0
81,259891,0,0
82,259891,0,0
83,259891,0,0
84,259891,0,0
85,259891,0,0
86,259891,0,0
87,259891,0,0
88,259891,0,0
89,259891,0,0
90,259891,0,0
91,259891,0,0
92,259891,0,0
93,259891,0,0
94,259891,0,0
95,259891,0,0
96,259891,0,0
97,259891,0,0
98,259891,0,0
99,259891,0,0
100,259891,0,0
101,259891,0,0
102,259891,0,0
103,259891,0,0
104,259891,0,0
105,259891,0,0
106,259891,0,0
107,259891,0,0
108,259891,0,0
109,259891,0,0
110,259891,0,0
111,259891,0,0
112,259891,0,0
113,259891,0,0
114,259891,0,0
115,259891,0,0
116,259891,0,0
117,259891,0,0
118,259891,0,0
119,259891,0,0
120,259891,0,0
121,259891,0,0
122,259891,0,0
123,259891,0,0
124,259891,0,0
125,259891,0,0
126,259891,0,0
127,259891,0,0
128,259891,0,0
